Species,domesticated,allocare_binay,adult_mass_combined,Litter_nmass,Litter_wmass,maternal_mass,Adult_mass,Litter_size,Neonatal_mass,Reproductive_years,Gestation_duration,Wean_mass,Wean_age,Litters/year,IBIs,Allonursing,Provisioning_Male,Provisioning_others,Provisioning mothers,Energy_input (Isler Van Schaik),Provisioning_Male (Stockley & Hobson),Energy_input_binary,"Commul nesting, babysitting, retrieval",Carrying_Male,Carrying_others,Care_input (Isler & Van Schaik),MaleCare (Stockley & Hobson),Care_Input_binary,Protection,Protection_binary,notes
Bettongia_tropica,0,0,1256.58,,,1256.58,NA,1,NA,NA,NA,200,NA,NA,100,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Bison_bison,0,1,431500,,,431500,497666.67,1,20000,26.5229166666666,276.45,157500,303.15,1,NA,0.05,0,0,NA,0.05,0,1,NA,NA,NA,NA,0,0,NA,NA,
Bison_bosus,0,0,500000,,,NA,500000,1,23000.08,24.5008333333333,274.2,NA,198,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Blari_brevicauda,0,1,16.3,,,16.3,21.63,5.73,0.97,2.32791666666666,20.4,NA,21.8,3,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.5,1,
Blari_carolinensis,0,1,9.25,,,NA,9.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Blari_hylophaga,0,NA,14.5,,,NA,14.5,6.5,NA,NA,22.5,14.5,30,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Blastocerus_dichotomus,0,NA,102500,,,NA,102500,1,4200,NA,266.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bolomys_lasiurus,0,NA,39.93,,,NA,39.93,4.17,3.45,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bos_frontalis,1,1,800000,,,NA,800000,1.17,23033.33,24.1533333333333,270.6,NA,135,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,1,
Bos_grunniens,1,1,306196.343369068,,,306196.343369068,333000,1,17994.354575644,22.9775,269.963436315335,NA,219.9,0.75,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,
Bos_javanicus,1,0,666666.67,,,NA,666666.67,1.33,NA,24.455,294.9,NA,285,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Bos_taurus,1,1,472029.401019887,,,472029.401019887,NA,1,28379.1902844156,NA,282.669146563223,NA,NA,NA,NA,0.1,0,0,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Boselaphus_tragocamelus,0,0,125000,,,125000,169000,1.51,5875,19.3195833333333,250.15,NA,NA,1.13,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Brachylagus_idahoensis,0,NA,421.33,,,NA,421.33,6,NA,NA,26.7,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Brachyteles_arachnoides,0,NA,9606.25,,,NA,9606.25,1,NA,22.5,232.65,NA,645.75,0.34,1029.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bradypus_torquatus,0,NA,3900,,,NA,3900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bradypus_tridactylus,0,1,3770,,,NA,3770,1,NA,39.7058333333333,138.9,NA,37.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Bradypus_variegatus,0,NA,4860,,,NA,4860,1,290,NA,161.1,NA,31.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bubalus_bubalis,1,NA,950000,,,NA,950000,1.33,37500,27.3433333333333,314.1,NA,225,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bubalus_depressicornis,0,NA,NA,,,NA,NA,1,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bubalus_mindorensis,0,NA,233333.33,,,NA,233333.33,1,NA,NA,295.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Budorcas_taxicolor,0,NA,302000,,,NA,302000,1.17,6000,17.0833333333333,248.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bunolagus_monticularis,0,NA,1250,,,NA,1250,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bunopithecus_hoolock,0,0,6699,,,6699,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Burramys_parvus,0,0,44.27,,,44.27,NA,3.6,NA,NA,NA,16,NA,1,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cabassous_centralis,0,0,2750,,,NA,2750,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Cacajao_calvus,0,0,2880,,,2880,3486,1,NA,25.6927777777778,180,NA,606.566666666667,0.5,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Cacajao_melanocephalus,0,0,2710,,,2710,2710,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Cacajao_rubicundus,0,0,NA,,,NA,NA,1,NA,NA,NA,NA,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Callicebus_brunneus,0,NA,805,,,NA,805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_calligatus,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_cinerascens,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_cupreus,0,1,966.01,,,966.01,1120,1.005,73.8666666666667,21.4,129.5,NA,171.55,0.93,356.48,0,0.5,0.05,NA,0.55,NA,1,0,0,0,0,NA,0,NA,NA,
Callicebus_docophilus,0,NA,909,,,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_dubius,0,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,
Callicebus_hoffmannsi,0,0,1030,,,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Callicebus_modestus,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_moloch,0,1,958.13,,,958.13,903,1.06,82.2,15.5,164.1,NA,174.5,1,365,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,
Callicebus_oenthe,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_olallae,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_persotus,0,0,1380,,,NA,1380,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Callicebus_torqatus,0,NA,1210,,,NA,1210,1,NA,NA,NA,NA,140,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callicebus_torquatus,0,1,1094.785,,,1094.785,1050,1.005,NA,NA,NA,NA,144,NA,365,0,0.5,0.05,NA,0.55,NA,1,0,0,0,0,NA,0,0,0,
Callimico_goeldii,0,1,521,,,521,513.165,1.01666666666667,50.0566666666667,17.9208333333333,151.8,134.006666666667,64.7,1.585,182.5,0,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,
Callithrix_argentata,0,1,345,,,345,358.625,1.935,35.1,14.83,144,NA,120,NA,226.3,0,1,1,NA,2,NA,1,0.5,0,0,0.5,NA,1,NA,NA,
Callithrix_flaviceps,0,NA,406,,,NA,406,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callithrix_geoffroyi,0,NA,274.78941531024,,,274.78941531024,NA,2,35.3183169791957,NA,144.877185354476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callithrix_humeralifer,0,1,361.665,,,NA,361.665,NA,34.5,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,
Callithrix_jacchus,0,1,303.836867472871,,,303.836867472871,316.5,2.1625,27.5109573281611,14.2910979198031,145.969296338619,96.91,110.2,2,174.8,0,1,1,NA,2,NA,1,NA,NA,NA,NA,0,0,0,0,
Callithrix_penicillata,0,1,328,,,328,307,2,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Callithrix_pygmaea,0,1,116.97,,,116.97,116.83,1.955,15.33,16.49375,140,70,90.5,NA,182.5,0,1,1,NA,2,0,1,NA,NA,NA,NA,NA,NA,0.5,1,
Callorhinus_ursinus,0,0,43459.8251714291,,,43459.8251714291,49100,1,4794.13931753277,23.4625,245.901311241145,12920,100.8,0.89,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Callosciurus_caniceps,0,NA,30,,,NA,30,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callosciurus_nigrovittatus,0,NA,202,,,NA,202,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callosciurus_notatus,0,NA,190,,,NA,190,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callosciurus_prevostii,0,NA,400,,,NA,400,1.8,16.35,NA,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Calomys_callosus,0,NA,41,,,NA,41,5.06,2.34,NA,21.9,14.25,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Calomys_hummelincki,0,NA,27,,,NA,27,5,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Calomys_laucha,0,0,14,,,14,34,4.975,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Calomys_lepidus,0,0,26.6,,,NA,26.6,4.15,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Calomys_musculinus,0,0,20.2,,,20.2,17.6,5.835,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Calomyscus_bailwardi,0,1,20.4,,,NA,20.4,3.33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,1,1,
Calomyscus_mystax,0,NA,20.4,,,NA,20.4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Caluromys_derbianus,0,0,326.72,,,326.72,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Caluromys_philander,0,0,246.47,,,246.47,NA,4.18,0.2,NA,NA,23,NA,2,166.5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Camelus_bactrianus,1,NA,NA,,,NA,NA,1,35000,NA,395.4,NA,315,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Camelus_dromedarius,1,0,400000,,,400000,434000,1,35808.46,30.0108333333333,378.1,253484,442.45,0.65,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Canis_adustus,0,1,10392.49,,,10392.49,8250,4.395,NA,11.3608333333333,65.1,NA,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,
Canis_aureus,0,1,8404.35,,,8404.35,11000,3.95,209.66,16.5041666666667,62.45,NA,69.2,NA,365,0,1,1,1,3,NA,1,NA,NA,NA,NA,0,0,NA,NA,
Canis_latrans,0,1,10874.55,,,10874.55,11800,5.605,224.88,20.9579166666666,61.55,1517,47.1,1,365,0.1,1,1,1,3.1,NA,1,0.25,0,0.098,0.348,0,1,NA,NA,
Canis_lupus,1,1,31324.5577903534,,,31324.5577903534,34875,4.92333333333333,480.148965746723,17.2091813772451,63.9069858861721,5250,54.75,1.41,365,0.1,1,1,1,3.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Canis_mesomelas,0,1,7423.65,,,7423.65,9750,3.92,168.1,14.465,61.05,NA,61.7,1,273.75,0,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,0,0,
Canis_rufus,0,NA,26000,,,NA,26000,4.51,NA,NA,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Canis_simensis,0,NA,12675,,,NA,12675,4,NA,NA,61.2,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cannomys_badius,0,0,650,,,NA,650,1.75,7,NA,41.4,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Caperea_margita,0,NA,3200000,,,NA,3200000,1,NA,NA,300,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Capra_caucasica,0,NA,55000,,,NA,55000,1,3850,NA,155.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Capra_cylindricornis,0,1,50000,,,NA,50000,1.1,3787.5,19.2083333333333,158.7,NA,180,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0.5,1,
Capra_falconeri,0,NA,41000,,,NA,41000,2,NA,9.95833333333333,160.8,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Capra_hircus,1,1,25497.290311405,,,25497.290311405,60000,1.555,1753.08544406592,19.2801114291365,157.160553963749,NA,150,1,NA,0.05,0,0,NA,0.05,0,1,0,0,0,0,NA,0,NA,NA,
Capra_ibex,0,0,71500,,,NA,71500,1.25,2791.43,NA,168,NA,225,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Capreolus_capreolus,0,0,21066.1966861717,,,21066.1966861717,21666.67,1.77,1178.60416739488,15.4647717145299,170.389494516746,8692.5,93.15,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Capreolus_pygargus,0,0,39450,,,NA,39450,2,1750,NA,290.1,28750,135,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Caprolagus_hispidus,0,NA,2500,,,NA,2500,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Capromys_pilorides,0,0,4683.33,,,NA,4683.33,2.08,209.5,10.635,127.5,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Caracal_caracal,0,0,11964.38,,,11964.38,14000,2.69,180.43,16.6241666666667,72.9,NA,125.1,NA,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cardioderma_cor,0,0,26.45,,,26.45,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Carollia_perspicillata,0,1,19.23,,,19.23,NA,1,4.89,NA,NA,12.24,NA,2,159,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,NA,NA,
Castor_cadensis,0,1,15375.3685934443,,,15375.3685934443,19606.67,3.55333333333333,429.797855039306,21.6064491739054,116.900194647751,NA,52.75,1,NA,0,1,0.5,NA,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Castor_fiber,0,1,19545.4640630436,,,19545.4640630436,19000,3.03333333333333,551.483096346085,32.3983333333333,105.248093691161,4199.995,69.9,1,NA,NA,NA,NA,NA,NA,1,1,0.25,0,0.0515,0.3015,NA,1,0.5,1,
Catagonus_wagneri,0,0,35300,,,NA,35300,2.42,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Catopuma_temminckii,0,NA,11500,,,NA,11500,1.28,250,18.25,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cavia_aperea,0,1,512.19,,,512.19,341,2.31,59.02,9.77,63,156.785,18.9,5,NA,0.05,0,0,NA,0.05,NA,1,0,0,0,0,NA,0,NA,NA,
Cavia_porcellus,1,NA,591.561634175474,,,591.561634175474,728,4.095,83.305214201042,NA,65.8827114517328,228,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cavia_tschudii,0,NA,637.5,,,NA,637.5,1.9,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cebuella_pygmaea,0,NA,122,,,NA,122,2.1,16,9.79,131,NA,91,NA,182.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cebus_albifrons,0,1,2321.36245657329,,,2321.36245657329,2414.535,1.0025,232.787281441625,37.5139904815502,154.993887297083,917.69,259.25,0.67,547.5,NA,NA,NA,NA,NA,NA,NA,1,0.25,0.1,1.35,NA,1,NA,NA,
Cebus_apella,0,1,2578.7457727608,,,2578.7457727608,2524.25,1.0125,229.071496819621,39.9711145541421,155.534675248952,1037.68333333333,310.9,0.55,664.3,0.25,0.5,0.5,NA,1.25,NA,1,0,0,0,0,NA,0,NA,NA,
Cebus_capucinus,0,1,2611.06058431488,,,2611.06058431488,2571.285,1,235.71109730065,47.9674363172578,164.045252433973,1350,526.2,0.46,803,0.25,0.5,0.5,NA,1.25,0,1,0,0,0,0,NA,0,0,0,
Cebus_olivaceus,0,1,2633,,,2633,2465,1,NA,41,160,NA,665.633333333333,NA,792.05,0.18,0.5,0.5,NA,1.18,NA,1,NA,NA,NA,NA,1,1,0.5,1,
Cephalophus_callipygus,0,0,19079.23,,,19079.23,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Cephalophus_dorsalis,0,0,15793.8867807757,,,15793.8867807757,11600,1,1337.34954266661,16.1698926074478,239.268380207381,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Cephalophus_leucogaster,0,0,12700,,,NA,12700,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Cephalophus_maxwellii,0,0,3357,,,3357,9000,1,832,11.4816666666667,121,NA,60,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_monticola,0,NA,6250,,,NA,6250,1,800,10.6666666666667,192.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_niger,0,NA,18100,,,NA,18100,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_nigrifrons,0,NA,13900,,,NA,13900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_ogilbyi,0,NA,20000,,,NA,20000,1,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_rufilatus,0,1,12500,,,NA,12500,1,965,NA,234.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,1,
Cephalophus_silvicultor,0,0,43000,,,43000,62500,1,2400,NA,163.95,20512.5,36.25,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalophus_talensis,0,0,12724.51,,,12724.51,10000,1,954.89,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Cephalophus_zebra,0,0,10000,,,10000,NA,1,1707.5,NA,223.45,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cephalorhynchus_commersonii,0,1,72400,,,NA,72400,1,5500,11.5,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,
Cephalorhynchus_heavisidii,0,0,NA,,,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Cephalorhynchus_hectori,0,1,NA,,,NA,NA,1,NA,12.25,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Ceratotherium_simum,0,1,2233333.33,,,NA,2233333.33,1,51166.67,44.4525,476.1,NA,360,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Cercartetus_caudatus,0,0,23.05,,,23.05,NA,2.37,NA,NA,NA,8.97,NA,2,183,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cercartetus_nanus,0,0,26.85,,,26.85,NA,3.96,0.02,7.5,30,8.4,62,2,139.25,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,additional data from https://doi.org/10.1644/815.1
Cercocebus_albige,0,1,6020,,,NA,6020,1,425,28.62,185,2200,210,NA,1003.75,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,
Cercocebus_aterrimus,0,1,5760,,,NA,5760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Cercocebus_atys,0,0,6200,,,6200,NA,NA,NA,27.79,167,NA,126,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Cercocebus_galeritus,0,0,5342.875,,,NA,5342.875,1,NA,12.6441666666667,173.25,2170,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Cercocebus_torquatus,0,1,6194.41075076782,,,6194.41075076782,6268.335,1,474.241985260245,26.7561228579868,168.803020477024,NA,NA,NA,394.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1,
Cercopithecus_aethiops,0,0,3457,,,NA,3457,1,314,19,163.3,1170,365,NA,485.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Cercopithecus_ascanius,0,0,3220.62,,,3220.62,3156.3,1.00333333333333,371,21.85,161,NA,181,NA,1060.325,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,
Cercopithecus_campbelli,0,1,2700,,,2700,2925,1,NA,25.8,180,NA,421.666666666667,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.5,1,
Cercopithecus_cephus,0,1,2873.125,,,NA,2873.125,1,339.5,17,170.1,NA,365,NA,821.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Cercopithecus_denti,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecus_dia,0,1,3900,,,3900,4058.25,1,469,29.5227777777778,NA,NA,363.333333333333,1,365,0,0,0,NA,0,NA,0,1,0,0,1,NA,1,0,0,
Cercopithecus_dryas,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Cercopithecus_erythrogaster,0,0,2400,,,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Cercopithecus_erythrotis,0,0,2900,,,NA,2900,1,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Cercopithecus_hamlyni,0,0,3360,,,NA,3360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Cercopithecus_lhoesti,0,1,4075,,,NA,4075,1,NA,NA,NA,NA,NA,NA,485.45,NA,NA,NA,NA,NA,NA,NA,0.75,0,0.05,0.8,NA,1,NA,NA,
Cercopithecus_lowei,0,0,2097,,,2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Cercopithecus_mitis,0,0,4834.645,,,4834.645,5024.355,1,398.55,19.33,150.333333333333,NA,441.366666666667,0.5,587.65,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Cercopithecus_mo,0,NA,3833.33,,,NA,3833.33,1,283.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecus_neglectus,0,0,4727.26,,,4727.26,4400.085,1.00666666666667,274.983333333333,21.565,174.166666666667,1617.02,373.333333333333,1,587.65,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,
